材料1,材料2,材料3,材料4,材料5,材料6,材料7,材料8,材料9,材料10,最后结果
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.085763230919838,0.0715001150965691,0.0756921246647835,0.0722142979502678,0.0700255036354065,0.07090213149786,0.0528875008341856
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.085763230919838,0.0715001150965691,0.0756921246647835,0.0700255036354065,0.0720165744423866,0.07090213149786,0.0528742162859999
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.085763230919838,0.0715001150965691,0.0722142979502678,0.0700255036354065,0.075238324701786,0.07090213149786,0.0528570111491717
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.085763230919838,0.0715001150965691,0.0722142979502678,0.0700255036354065,0.07090213149786,0.0752838328480721,0.0528600687277503
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.085763230919838,0.0715001150965691,0.0700255036354065,0.0720165744423866,0.075238324701786,0.07090213149786,0.052843726600986
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.085763230919838,0.0715001150965691,0.0700255036354065,0.0720165744423866,0.07090213149786,0.0752838328480721,0.0528467841795646
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.085763230919838,0.0722142979502678,0.0700255036354065,0.0720165744423866,0.075238324701786,0.07090213149786,0.0528917107614689
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.085763230919838,0.0722142979502678,0.0700255036354065,0.0720165744423866,0.07090213149786,0.0752838328480721,0.0528947683400475
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0884793102741241,0.0715001150965691,0.0722142979502678,0.0700255036354065,0.0720165744423866,0.07090213149786,0.0528230363852344
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0891879871487617,0.0715001150965691,0.0722142979502678,0.0700255036354065,0.0720165744423866,0.07090213149786,0.0528706506127492
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0865989848971367,0.0715001150965691,0.0700255036354065,0.0720165744423866,0.075238324701786,0.07090213149786,0.0528998788213357
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0844207927584648,0.0715001150965691,0.0771400034427643,0.0722142979502678,0.0700255036354065,0.07090213149786,0.052894585125614
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0844207927584648,0.0715001150965691,0.0771400034427643,0.0700255036354065,0.0720165744423866,0.07090213149786,0.0528813005774282
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0844207927584648,0.0715001150965691,0.0756921246647835,0.0722142979502678,0.0700255036354065,0.0720165744423866,0.0528721824055538
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0844207927584648,0.0715001150965691,0.0722142979502678,0.0700255036354065,0.0720165744423866,0.075238324701786,0.0528416927205399
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0844207927584648,0.0715001150965691,0.0722142979502678,0.0700255036354065,0.0720165744423866,0.0752838328480721,0.0528447502991185
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0844207927584648,0.0715001150965691,0.077341690659523,0.0700255036354065,0.0720165744423866,0.07090213149786,0.0528948514373042
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0844207927584648,0.0756921246647835,0.0722142979502678,0.0700255036354065,0.0720165744423866,0.07090213149786,0.0528320053825155
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0844207927584648,0.0722142979502678,0.0700255036354065,0.0720165744423866,0.075238324701786,0.07090213149786,0.0528015156975016
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0844207927584648,0.0722142979502678,0.0700255036354065,0.0720165744423866,0.07090213149786,0.0752838328480721,0.0528045732760802
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0715001150965691,0.0771400034427643,0.0756921246647835,0.0722142979502678,0.077341690659523,0.0720165744423866,0.052874560689088
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0715001150965691,0.0771400034427643,0.0756921246647835,0.0700255036354065,0.075238324701786,0.0752838328480721,0.0528057000949048
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0715001150965691,0.0771400034427643,0.0756921246647835,0.075238324701786,0.07090213149786,0.0752838328480721,0.0528645985294133
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0715001150965691,0.0771400034427643,0.0722142979502678,0.077341690659523,0.0720165744423866,0.075238324701786,0.0528440710040741
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0715001150965691,0.0771400034427643,0.0722142979502678,0.077341690659523,0.0720165744423866,0.0752838328480721,0.0528471285826527
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0715001150965691,0.0756921246647835,0.077341690659523,0.0700255036354065,0.075238324701786,0.0752838328480721,0.0528192509547807
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0715001150965691,0.0756921246647835,0.077341690659523,0.075238324701786,0.07090213149786,0.0752838328480721,0.0528781493892893
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0771400034427643,0.0756921246647835,0.0722142979502678,0.077341690659523,0.0720165744423866,0.07090213149786,0.0528343836660497
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0771400034427643,0.0756921246647835,0.0722142979502678,0.0700255036354065,0.075238324701786,0.0752838328480721,0.0528536842553876
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0771400034427643,0.0756921246647835,0.0700255036354065,0.0720165744423866,0.075238324701786,0.0752838328480721,0.0528403997072019
0.0848911553621292,0.0839739590883255,0.0823113322257996,0.0898889526724815,0.0771400034427643,0.0756921246647835,0.0720165744423866,0.075238324701786,0.07090213149786,0.0752838328480721,0.0528992981417105
